"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
22, 2403.46333964494, 857.14262004508, 2730.15113575028, 2944.41265770561, 47.8915901882892, 138.62696778968, 63.481100183789
23, 2189.66916679051, 699.642096971767, 2730.15113575028, 2944.41265770561, 39.0546478440068, 112.712994988663, 63.481100183789
24, 1930.61960660708, 516.689386786153, 2730.15113575028, 2944.41265770561, 29.9404357962096, 86.0194681221757, 63.481100183789
25, 1735.59858578257, 380.597640265476, 2730.15113575028, 2944.41265770561, 24.0260497680611, 68.7015941576179, 63.481100183789
26, 1623.44499201716, 305.946943973649, 2730.15113575028, 2944.41265770561, 21.0414447466075, 59.9751679282445, 63.481100183789
27, 1564.35729466841, 264.547400527817, 2730.15113575028, 2944.41265770561, 19.5098070536308, 55.4876214583747, 63.481100183789
28, 1549.12860876939, 253.903793554163, 2730.15113575028, 2944.41265770561, 19.1278404583949, 54.3685778221676, 63.481100183789
29, 1579.7548854533, 275.322858545213, 2730.15113575028, 2944.41265770561, 19.9010162346406, 56.6334804023856, 63.481100183789
30, 1694.18190275354, 355.753776850725, 2730.15113575028, 2944.41265770561, 22.9782069678122, 65.6508833663806, 63.481100183789
31, 1906.87493384143, 507.090405208487, 2730.15113575028, 2944.41265770561, 29.4858087081609, 84.7252861341197, 63.481100183789
32, 2113.3131399049, 656.290753547248, 2730.15113575028, 2944.41265770561, 36.7971202387637, 106.16298193705, 63.481100183789
33, 2257.2009674202, 756.942630055991, 2730.15113575028, 2944.41265770561, 42.2158793609813, 122.025876489928, 63.481100183789
34, 2423.79291598224, 880.23035523763, 2730.15113575028, 2944.41265770561, 49.3608732259477, 142.981093940567, 63.481100183789
