hour, t(sec), P1 (kW), P2 (kW), P3 (kW)
559, 0.00000, 1044.02, 902.072, 1013.09
560, 0.00000, 1068.04, 897.299, 1020.09
561, 0.00000, 1149.79, 957.403, 1083.85
562, 0.00000, 1189.61, 976.308, 1117.03
563, 0.00000, 1211.46, 1006.25, 1155.46
564, 0.00000, 1221.93, 1015.51, 1155.68
565, 0.00000, 1237.12, 1009.53, 1163.31
566, 0.00000, 1240.23, 1013.35, 1188.64
567, 0.00000, 1180.48, 956.31, 1104.64
568, 0.00000, 1156.68, 920.971, 1087.47
569, 0.00000, 1176.93, 944.4, 1099.4
570, 0.00000, 1226.99, 992.164, 1137.64
571, 0.00000, 1246.04, 1031.9, 1175.69
572, 0.00000, 1249.36, 1047.22, 1196.34
573, 0.00000, 1240.72, 1031.57, 1169.03
574, 0.00000, 1214.56, 1022.44, 1148.43
575, 0.00000, 1193.15, 1008.57, 1132.14
576, 0.00000, 1143.77, 983.683, 1088.32
577, 0.00000, 1109.07, 950.449, 1057.06
578, 0.00000, 1118.24, 969.128, 1074.26
579, 0.00000, 1105.18, 951.661, 1065.51
580, 0.00000, 1100.39, 960.019, 1065.71
581, 0.00000, 1105.78, 959.656, 1064.44
582, 0.00000, 1114.38, 965.105, 1085.32
583, 0.00000, 1185.47, 1026.86, 1141.92
584, 0.00000, 1205.32, 1030.49, 1156.41
585, 0.00000, 1253.03, 1076.44, 1215.25
586, 0.00000, 1294.8, 1080.73, 1227.52
587, 0.00000, 1289.82, 1074.61, 1236.36
588, 0.00000, 1286.82, 1057.6, 1208.09
589, 0.00000, 1278.57, 1032.9, 1194.7
590, 0.00000, 1276.42, 1030.1, 1193.41
591, 0.00000, 1263.3, 1028.86, 1188.52
592, 0.00000, 1279.92, 1025.47, 1176.16
593, 0.00000, 1278.04, 1029.87, 1183.06
594, 0.00000, 1271.67, 1031.89, 1210.85
595, 0.00000, 1276.66, 1061.88, 1240.03
596, 0.00000, 1272.92, 1043.16, 1209.29
597, 0.00000, 1274.27, 1063.8, 1211.66
598, 0.00000, 1267.92, 1075.63, 1206.51
599, 0.00000, 1223.92, 1033.28, 1164.97
600, 0.00000, 1227.97, 1027.23, 1151.86
601, 0.00000, 1241.48, 1060.47, 1163.94
602, 0.00000, 1242.69, 1051.01, 1166.45
603, 0.00000, 1256.2, 1075.62, 1196.87
604, 0.00000, 1259.92, 1090.39, 1197.1
605, 0.00000, 1277.46, 1112.11, 1215.38
606, 0.00000, 1177.5, 998.359, 1125.32
607, 0.00000, 1201.51, 1036.87, 1158.15
608, 0.00000, 1223.69, 1050.78, 1191.44
609, 0.00000, 1255.47, 1053.77, 1186.29
610, 0.00000, 1292.77, 1089.54, 1229.25
611, 0.00000, 1282.15, 1073.82, 1216.97
612, 0.00000, 1284.68, 1071.53, 1220.42
613, 0.00000, 1270.7, 1048.26, 1201.32
614, 0.00000, 1281.61, 1032.9, 1213.52
615, 0.00000, 1267.63, 1043.15, 1207.56
616, 0.00000, 1281.84, 1034.69, 1218.48
617, 0.00000, 1265.74, 1027.11, 1193.1
618, 0.00000, 1278.55, 1045.85, 1218.91
619, 0.00000, 1279.53, 1067.04, 1229.04
620, 0.00000, 1278.67, 1062.19, 1222.97
621, 0.00000, 1278.15, 1073.83, 1210.53
622, 0.00000, 1255.96, 1056.11, 1199.7
623, 0.00000, 1247.71, 1044.58, 1182.86
624, 0.00000, 1232.8, 1044.06, 1176.43
625, 0.00000, 1240.99, 1045.4, 1168.42
626, 0.00000, 1254.24, 1086.76, 1206.98
627, 0.00000, 1266.05, 1101.05, 1217.81
628, 0.00000, 1264.02, 1112.4, 1218.26
629, 0.00000, 1264.73, 1110, 1215.16
630, 0.00000, 1087.9, 926.302, 1056.07
631, 0.00000, 1158.74, 1008.05, 1117.14
632, 0.00000, 1240.06, 1073.92, 1193.51
633, 0.00000, 1210.77, 1031.66, 1169.77
634, 0.00000, 1299.42, 1109.53, 1264.38
635, 0.00000, 1259.81, 1063.43, 1206.81
636, 0.00000, 1268.49, 1070.16, 1217.61
637, 0.00000, 1239.26, 1056.68, 1191.77
638, 0.00000, 1254.67, 1054.51, 1212.24
639, 0.00000, 1209.39, 1037.84, 1165.17
640, 0.00000, 1186.83, 1019.59, 1157.62
641, 0.00000, 1157.25, 991.232, 1121.27
642, 0.00000, 1232.71, 1055.02, 1173.97
643, 0.00000, 1218.58, 1047.73, 1165.7
644, 0.00000, 1167.85, 1014.83, 1135.52
645, 0.00000, 1171.76, 995.408, 1109.45
646, 0.00000, 1160.11, 1007.51, 1125.56
647, 0.00000, 1148.5, 975.745, 1079.7
648, 0.00000, 1068.75, 904.29, 1009.8
649, 0.00000, 1050.6, 909.639, 998.018
650, 0.00000, 1036.96, 903.783, 996.056
651, 0.00000, 1018.31, 877.628, 960.537
652, 0.00000, 1015.63, 886.792, 961.393
653, 0.00000, 1025.18, 895.889, 986.949
654, 0.00000, 1070.56, 938.569, 1031.83
655, 0.00000, 1130.03, 989.488, 1100.99
656, 0.00000, 1213.6, 1052.89, 1171.98
657, 0.00000, 1277.18, 1105.03, 1230.7
658, 0.00000, 1273.56, 1081.51, 1200.95
659, 0.00000, 1284.5, 1082.66, 1213.95
660, 0.00000, 1265.58, 1048.15, 1201.26
661, 0.00000, 1264.84, 1036.53, 1192.58
662, 0.00000, 1260.68, 1034.99, 1215.94
663, 0.00000, 1260.03, 1014.89, 1200.06
664, 0.00000, 1239.66, 986.318, 1175.47
665, 0.00000, 1249.58, 1022.23, 1193.82
666, 0.00000, 1261.9, 1024.66, 1199.09
667, 0.00000, 1263.07, 1033.6, 1191.26
668, 0.00000, 1245.49, 1025.2, 1184.14
669, 0.00000, 1265.89, 1040.44, 1183.6
670, 0.00000, 1252.06, 1034.81, 1191.29
671, 0.00000, 1265.53, 1068.75, 1224.09
672, 0.00000, 1261.11, 1062.99, 1185.18
673, 0.00000, 1229.03, 1042.63, 1159.92
674, 0.00000, 1242.42, 1077.09, 1190.97
675, 0.00000, 1250.65, 1099.43, 1212.14
676, 0.00000, 1254.19, 1106.16, 1209.1
677, 0.00000, 1267.76, 1102.79, 1211.54
678, 0.00000, 1267.16, 1113.81, 1231.66
679, 0.00000, 1259.05, 1099.06, 1213.08
680, 0.00000, 1244.66, 1052.74, 1187.7
681, 0.00000, 1282.16, 1060.7, 1192.01
682, 0.00000, 1265.91, 1030.38, 1175.36
683, 0.00000, 1257.95, 1032.3, 1189.16
684, 0.00000, 1261.39, 1010.81, 1189.88
685, 0.00000, 1238.35, 992.739, 1172.57
686, 0.00000, 1241.81, 986.753, 1178.54
687, 0.00000, 1244.37, 976.756, 1172.71
688, 0.00000, 1267.3, 1000.77, 1177.38
689, 0.00000, 1290.35, 1034.11, 1225.61
690, 0.00000, 1280.67, 1018.31, 1206.39
691, 0.00000, 1275.9, 1034.5, 1219.12
692, 0.00000, 1272.89, 1040.17, 1233.39
693, 0.00000, 1257.92, 1046.95, 1212.83
694, 0.00000, 1259.04, 1039.26, 1207.08
695, 0.00000, 1239.76, 1022, 1169.35
696, 0.00000, 1221.13, 1019.39, 1147.28
697, 0.00000, 1237.66, 1053.71, 1178.74
698, 0.00000, 1248.9, 1073.1, 1211.57
699, 0.00000, 1252.85, 1076.21, 1198.77
700, 0.00000, 1261.92, 1085.8, 1208.62
701, 0.00000, 1281.76, 1108.95, 1239.74
702, 0.00000, 1263.82, 1092.07, 1210.37
703, 0.00000, 1253.19, 1076.29, 1202.41
704, 0.00000, 1287.11, 1090.12, 1223.62
705, 0.00000, 1288.17, 1072.24, 1229.51
706, 0.00000, 1279.98, 1043.72, 1221.1
707, 0.00000, 1259.78, 1035.63, 1211.8
708, 0.00000, 1277.62, 1037.2, 1204.78
709, 0.00000, 1261.84, 1007.51, 1203.18
710, 0.00000, 1279.93, 1024.75, 1226.31
711, 0.00000, 1266.12, 1022.14, 1199.73
712, 0.00000, 1289.29, 1017.87, 1214.83
713, 0.00000, 1258.77, 982.627, 1179.87
714, 0.00000, 1242.09, 992.446, 1186.28
715, 0.00000, 1274.47, 1038.89, 1217.85
716, 0.00000, 1253.89, 1028.77, 1201.82
717, 0.00000, 1283.82, 1034.05, 1207.2
718, 0.00000, 1232.85, 1003.31, 1167.53
719, 0.00000, 1248.05, 1029.95, 1170.35
720, 0.00000, 1226.95, 1015.75, 1172.52
721, 0.00000, 1236.86, 1046.51, 1186.27
722, 0.00000, 1245.67, 1061.1, 1200.07
723, 0.00000, 1250.53, 1078.39, 1199.87
724, 0.00000, 1262.87, 1091.54, 1222.1
725, 0.00000, 1253.2, 1094.41, 1221.68
726, 0.00000, 1270.33, 1096.36, 1226.73
727, 0.00000, 1268.14, 1068.79, 1223.35
728, 0.00000, 1265.52, 1076.26, 1215.32
729, 0.00000, 1252.15, 1029.88, 1176.79
730, 0.00000, 1242.4, 1024.05, 1170.09
731, 0.00000, 1278.33, 1027.62, 1191.2
732, 0.00000, 1233.93, 985.06, 1140.79
733, 0.00000, 1236.64, 995.458, 1147.77
734, 0.00000, 1229.5, 997.369, 1161.82
735, 0.00000, 1242.35, 995.182, 1180.82
736, 0.00000, 1262.11, 1010.01, 1174.99
737, 0.00000, 1244.9, 994.047, 1174.02
738, 0.00000, 1262.6, 1051.62, 1228.14
739, 0.00000, 1269.2, 1082.9, 1227.46
740, 0.00000, 1283.96, 1087.17, 1240.81
741, 0.00000, 1277.95, 1090.43, 1230.41
742, 0.00000, 1266.76, 1097.07, 1222.97
743, 0.00000, 1272.38, 1109.38, 1242.03
744, 0.00000, 979.837, 814.067, 947.664
745, 0.00000, 1012.02, 842.537, 966.526
746, 0.00000, 954.703, 808.083, 915.612
747, 0.00000, 917.56, 782.859, 882.119
748, 0.00000, 906.353, 763.806, 876.386
749, 0.00000, 917.227, 779.026, 895.981
750, 0.00000, 933.728, 801.591, 910.075
751, 0.00000, 965.517, 824.246, 932.8
752, 0.00000, 1033.37, 862.115, 981.692
753, 0.00000, 1098.93, 919.994, 1062.06
754, 0.00000, 1096.66, 917.711, 1059.79
755, 0.00000, 1074.84, 878.945, 1016.07
756, 0.00000, 1122.4, 910.042, 1079.21
757, 0.00000, 1073.75, 856.503, 1022.91
758, 0.00000, 1089.42, 845.339, 1025.76
759, 0.00000, 1070.1, 840.743, 1021.78
760, 0.00000, 1065.66, 823.704, 1008.79
761, 0.00000, 1066.55, 816.336, 997.387
762, 0.00000, 1117.6, 877.185, 1055.32
763, 0.00000, 1082.29, 869.179, 1027.48
764, 0.00000, 1067.73, 847.407, 1014.13
765, 0.00000, 1125.94, 900.092, 1042.74
766, 0.00000, 1040.66, 831.333, 971.964
767, 0.00000, 1003.44, 802.201, 939.121
768, 0.00000, 1005.99, 808.381, 959.137
769, 0.00000, 960.633, 775.828, 914.318
770, 0.00000, 959.554, 775.795, 901.935
771, 0.00000, 974.936, 802.831, 920.513
772, 0.00000, 929.191, 759.397, 863.216
773, 0.00000, 955.849, 788.815, 901.987
774, 0.00000, 975.416, 805.893, 937.072
775, 0.00000, 1070.56, 900.141, 1042.59
776, 0.00000, 1141.64, 962.733, 1095.38
777, 0.00000, 1132.65, 940.717, 1103.63
778, 0.00000, 1217.59, 1004.04, 1153.01
779, 0.00000, 1227.7, 995.095, 1168.36
780, 0.00000, 1220.49, 989.423, 1170.63
781, 0.00000, 1232.09, 998.623, 1160.83
782, 0.00000, 1220.09, 975.198, 1158.71
783, 0.00000, 1230.87, 988.408, 1149.36
784, 0.00000, 1183.85, 929.809, 1112.74
785, 0.00000, 1201.49, 958.99, 1132.57
786, 0.00000, 1178.82, 954.35, 1126.15
787, 0.00000, 1245.26, 1020.95, 1205.73
788, 0.00000, 1248.92, 1001.91, 1177.58
789, 0.00000, 1265.59, 1040.19, 1192.99
790, 0.00000, 1248.62, 1016.88, 1180.47
791, 0.00000, 1204.86, 976.375, 1120.23
792, 0.00000, 1147.26, 937.115, 1075.38
793, 0.00000, 1135.33, 927.943, 1064.43
794, 0.00000, 1083.92, 905.311, 1028.14
795, 0.00000, 1089.43, 911.384, 1028.48
796, 0.00000, 1059.59, 887.544, 1016.57
797, 0.00000, 1063.01, 901.34, 1018.23
798, 0.00000, 1082.68, 921.372, 1033.89
799, 0.00000, 1178.5, 1005.5, 1127.81
800, 0.00000, 1189.54, 1021.25, 1136.04
801, 0.00000, 1209.72, 1011.33, 1164.55
802, 0.00000, 1207.46, 1021.32, 1163.07
803, 0.00000, 1288.48, 1041.48, 1210.28
804, 0.00000, 1274.28, 1062.25, 1225.32
805, 0.00000, 1285.89, 1046.42, 1210.53
806, 0.00000, 1284.66, 1050, 1211.23
807, 0.00000, 1276.14, 1035.83, 1203.79
808, 0.00000, 1269.13, 1027.04, 1219.97
809, 0.00000, 1244.45, 1023.46, 1203.82
810, 0.00000, 1281.98, 1025.93, 1233.45
811, 0.00000, 1270.21, 1050.05, 1221.57
812, 0.00000, 1248.41, 1027.02, 1197.87
813, 0.00000, 1267.32, 1050.09, 1213.43
814, 0.00000, 1254.44, 1050.52, 1186.9
815, 0.00000, 1257.17, 1064.49, 1194.67
816, 0.00000, 1223.25, 1034.86, 1177.29
817, 0.00000, 1238.28, 1058.11, 1189.6
818, 0.00000, 1249.86, 1070.71, 1195.2
819, 0.00000, 1249.79, 1088.82, 1197.96
820, 0.00000, 1261.4, 1100.17, 1207.18
821, 0.00000, 1245.6, 1095.94, 1210.39
822, 0.00000, 1256.25, 1094.89, 1212.25
823, 0.00000, 1285.47, 1119.64, 1270.31
824, 0.00000, 1285.12, 1115.44, 1262.53
825, 0.00000, 1274.31, 1088.41, 1243.49
826, 0.00000, 1265.13, 1038.94, 1207.83
827, 0.00000, 1250.47, 1030.56, 1198.89
828, 0.00000, 1244.02, 1046.01, 1202.65
829, 0.00000, 1249.73, 1027.1, 1199.06
830, 0.00000, 1250.36, 1030.56, 1216.9
831, 0.00000, 1253.78, 1015.58, 1200.43
832, 0.00000, 1256.26, 1004.04, 1172.66
833, 0.00000, 1261.32, 1023.46, 1211.94
834, 0.00000, 1277.2, 1044.59, 1219.81
835, 0.00000, 1269.29, 1044.26, 1217.93
836, 0.00000, 1248, 1016.64, 1192.73
837, 0.00000, 1269.12, 1038.37, 1209.82
838, 0.00000, 1252.55, 1028.11, 1184.92
839, 0.00000, 1255.92, 1069.69, 1215.94
840, 0.00000, 1264.26, 1073.33, 1210.71
841, 0.00000, 1274.97, 1080.45, 1213.12
842, 0.00000, 1233.7, 1061.67, 1178.15
843, 0.00000, 1234.5, 1064, 1169.46
844, 0.00000, 1242.42, 1087.37, 1191.02
845, 0.00000, 1254.68, 1094.71, 1209.78
846, 0.00000, 1260.07, 1094.2, 1214.33
847, 0.00000, 1293.08, 1115.78, 1254.63
848, 0.00000, 1290.4, 1097.24, 1240.05
849, 0.00000, 1284.86, 1085.67, 1233.75
850, 0.00000, 1258.35, 1023.56, 1193.45
851, 0.00000, 1238.55, 1010.84, 1171.41
852, 0.00000, 1258.81, 1008.41, 1203.46
853, 0.00000, 1244.27, 995.089, 1189.11
854, 0.00000, 1244.99, 985.578, 1160.16
855, 0.00000, 1253.76, 997.126, 1190.96
856, 0.00000, 1255.19, 998.165, 1175.05
857, 0.00000, 1269.13, 1029.25, 1211.9
858, 0.00000, 1227.63, 979.72, 1171.45
859, 0.00000, 1255.29, 1043.3, 1224.65
860, 0.00000, 1286.85, 1057.82, 1238.17
861, 0.00000, 1268.47, 1054.88, 1218.11
862, 0.00000, 1257.12, 1033.44, 1185.91
863, 0.00000, 1227.76, 1026.63, 1185.82
864, 0.00000, 1247.36, 1065.17, 1204.36
865, 0.00000, 1255.68, 1070.63, 1203.67
866, 0.00000, 1272.64, 1091.34, 1228.38
867, 0.00000, 1291.21, 1114.05, 1237.46
868, 0.00000, 1273.44, 1112.01, 1225.54
869, 0.00000, 1281.4, 1111.8, 1226.01
870, 0.00000, 1283.64, 1121.6, 1224.36
871, 0.00000, 1268.17, 1095.52, 1208.96
872, 0.00000, 1261.6, 1088.46, 1208.44
873, 0.00000, 1246.11, 1037.34, 1176.21
874, 0.00000, 1252.53, 1032.07, 1189.89
875, 0.00000, 1265.73, 1020.71, 1183.94
876, 0.00000, 1254.13, 1019.81, 1164.45
877, 0.00000, 1241.07, 992.814, 1162.64
878, 0.00000, 1226.53, 969.445, 1149.98
879, 0.00000, 1217.94, 962.379, 1143.31
880, 0.00000, 1228.92, 993.173, 1166.52
881, 0.00000, 1236.98, 985.037, 1177.81
882, 0.00000, 1244.24, 1001.75, 1190.12
883, 0.00000, 1246.84, 1027.26, 1210.25
884, 0.00000, 1250.76, 1016.02, 1195.98
885, 0.00000, 1257.12, 1039.96, 1215.63
886, 0.00000, 1259.95, 1042.26, 1183.07
887, 0.00000, 1267.47, 1055.5, 1207.14
888, 0.00000, 1002.47, 785.832, 932.657
889, 0.00000, 966.83, 765.956, 906.094
890, 0.00000, 958.451, 773.187, 917.5
891, 0.00000, 910.481, 749.897, 859.525
892, 0.00000, 877.977, 718.117, 838.402
893, 0.00000, 923.397, 752.689, 875.726
894, 0.00000, 931.387, 772.309, 883.708
895, 0.00000, 951.046, 784.441, 909.108
896, 0.00000, 920.951, 763.499, 888.148
897, 0.00000, 981.041, 782.822, 932.815
898, 0.00000, 1057.04, 845.434, 986.805
899, 0.00000, 1073.04, 847.734, 1012.68
900, 0.00000, 1073.69, 863.424, 1029.61
901, 0.00000, 1007.05, 812.551, 960.799
902, 0.00000, 1014.64, 806.788, 964.704
903, 0.00000, 987.273, 785.257, 930.081
904, 0.00000, 997.344, 793.834, 948.063
905, 0.00000, 979.753, 772.047, 930.282
906, 0.00000, 984.924, 777.426, 929.935
907, 0.00000, 1024.96, 822.394, 978.321
908, 0.00000, 1040.28, 833.003, 974.151
909, 0.00000, 1019.65, 806.55, 967.485
910, 0.00000, 984.369, 796.723, 919.108
911, 0.00000, 950.993, 793.701, 891.26
912, 0.00000, 880.281, 707.48, 836.664
913, 0.00000, 843.65, 696.593, 808.235
914, 0.00000, 871.281, 710.555, 801.637
915, 0.00000, 833.562, 692.924, 780.057
916, 0.00000, 837.875, 701.971, 795.407
917, 0.00000, 781.575, 666.134, 756.657
918, 0.00000, 821.291, 687.254, 778.534
919, 0.00000, 847.144, 707.245, 811.175
920, 0.00000, 895.653, 727.717, 839.491
921, 0.00000, 934.151, 743.236, 876.792
922, 0.00000, 935.619, 754.736, 887.559
923, 0.00000, 1006.2, 814.436, 950.154
924, 0.00000, 1024.03, 807.915, 978.467
925, 0.00000, 1040.89, 806.61, 964.046
926, 0.00000, 1014.59, 806.142, 958.162
927, 0.00000, 1032.77, 829.413, 983.747
928, 0.00000, 989.404, 793.295, 932.465
929, 0.00000, 975.121, 776.642, 930.007
930, 0.00000, 949.443, 732.593, 889.362
931, 0.00000, 995.899, 815.901, 956.577
932, 0.00000, 980.563, 805.186, 946.359
933, 0.00000, 1005.52, 832.187, 971.024
934, 0.00000, 941.486, 771.085, 903.034
935, 0.00000, 943.324, 761.559, 874.597
936, 0.00000, 907.219, 739.166, 857.978
937, 0.00000, 833.436, 694.243, 775.361
938, 0.00000, 793.451, 665.883, 738.565
939, 0.00000, 786.806, 649.755, 725.651
940, 0.00000, 794.964, 667, 747.378
941, 0.00000, 766.724, 650.231, 731.75
942, 0.00000, 771.802, 658.67, 734.603
943, 0.00000, 838.571, 728.155, 828.482
944, 0.00000, 853.249, 740.656, 838.83
945, 0.00000, 913.358, 777.33, 873.957
946, 0.00000, 1018.9, 860.884, 972.79
947, 0.00000, 1024.66, 852.072, 968.831
948, 0.00000, 1018.07, 840.63, 964.582
949, 0.00000, 1057.41, 879.776, 991.788
950, 0.00000, 1067.13, 853.22, 992.919
951, 0.00000, 1036.53, 840.813, 967.894
952, 0.00000, 1076.91, 867.767, 1011.65
953, 0.00000, 1039.81, 838.144, 985.858
954, 0.00000, 976.185, 801.56, 943.099
955, 0.00000, 1054.95, 858.081, 1001.22
956, 0.00000, 1026.56, 843.461, 975.191
957, 0.00000, 1007.34, 814.919, 951.655
958, 0.00000, 1006.33, 829.398, 950.725
959, 0.00000, 925.85, 764.735, 879.613
960, 0.00000, 900.247, 737.849, 855.547
961, 0.00000, 845.545, 704.385, 796.695
962, 0.00000, 810.66, 671.909, 776.774
963, 0.00000, 814.741, 660.55, 758.977
964, 0.00000, 794.354, 655.273, 746.38
965, 0.00000, 806.105, 666.861, 756.584
966, 0.00000, 834.719, 696.564, 801.036
967, 0.00000, 893.446, 773.385, 883.079
968, 0.00000, 865.897, 730.731, 834.959
969, 0.00000, 912.735, 752.209, 869.033
970, 0.00000, 950.801, 801.769, 911.361
971, 0.00000, 922.398, 773.259, 898.377
972, 0.00000, 962.527, 796.203, 912.504
973, 0.00000, 988.691, 829.274, 965.356
974, 0.00000, 978.733, 811.642, 933.159
975, 0.00000, 955.313, 786.887, 910.189
976, 0.00000, 921.055, 769.107, 883.902
977, 0.00000, 902.214, 747.481, 871.901
978, 0.00000, 880.123, 733.435, 847.068
979, 0.00000, 904.681, 777.809, 895.383
980, 0.00000, 901.443, 766.662, 874.153
981, 0.00000, 947.213, 808.255, 922.299
982, 0.00000, 917.872, 775.675, 883.795
983, 0.00000, 876.985, 735.255, 834.049
984, 0.00000, 803.333, 667.745, 755.186
985, 0.00000, 802.323, 684.617, 768.934
986, 0.00000, 771.667, 651.546, 732.589
987, 0.00000, 748.244, 631.967, 717.942
988, 0.00000, 742.685, 628.385, 710.867
989, 0.00000, 752.336, 642.439, 738.83
990, 0.00000, 801.954, 681.536, 770.321
991, 0.00000, 890.486, 762.433, 863.918
992, 0.00000, 921.947, 779.31, 884.959
993, 0.00000, 960.64, 784.583, 895.017
994, 0.00000, 1021.85, 838.607, 959.696
995, 0.00000, 1042.83, 856.013, 987.553
996, 0.00000, 1068.53, 874.59, 1023.66
997, 0.00000, 1050.86, 864.981, 999.375
998, 0.00000, 1070.64, 879.906, 1045.36
999, 0.00000, 1086.18, 880.58, 1034.11
1000, 0.00000, 1059.2, 848.442, 1007.5
1001, 0.00000, 1006.17, 808.335, 955.074
1002, 0.00000, 991.656, 778.004, 943.778
1003, 0.00000, 1024.19, 864.284, 995.826
1004, 0.00000, 1020.79, 831.461, 974.887
1005, 0.00000, 1034.62, 842.425, 968.45
1006, 0.00000, 994.857, 817.853, 933.905
1007, 0.00000, 956.401, 795.676, 917.578
1008, 0.00000, 858.388, 710.324, 813.92
1009, 0.00000, 855.119, 710.548, 818.555
1010, 0.00000, 847.945, 699.944, 797.215
1011, 0.00000, 803.939, 673.808, 767.802
1012, 0.00000, 805.018, 658.471, 759.694
1013, 0.00000, 810.998, 673.385, 786.35
1014, 0.00000, 884.865, 747.973, 842.832
1015, 0.00000, 987.108, 842.524, 948.964
1016, 0.00000, 996.181, 839.085, 941.155
1017, 0.00000, 1020.36, 843.502, 952.41
1018, 0.00000, 1033.44, 848.521, 960.131
1019, 0.00000, 1062.99, 906.633, 1020.78
1020, 0.00000, 1016.82, 866.941, 968.314
1021, 0.00000, 996.967, 825.556, 942.953
1022, 0.00000, 1009.82, 850.22, 973.992
1023, 0.00000, 984.676, 812.068, 938.837
1024, 0.00000, 1000.31, 820.534, 946.49
1025, 0.00000, 971.712, 817.16, 938.521
1026, 0.00000, 927.167, 777.983, 905.25
1027, 0.00000, 998.358, 847.057, 968.365
1028, 0.00000, 1010.98, 842.873, 985.933
1029, 0.00000, 994.081, 841.076, 951.783
1030, 0.00000, 979.192, 829.844, 945.244
1031, 0.00000, 927.131, 787.927, 881.957
1032, 0.00000, 857.108, 720.573, 798.416
1033, 0.00000, 843.412, 719.802, 815.173
1034, 0.00000, 781.307, 648.121, 737.592
1035, 0.00000, 788.849, 672.208, 750.949
1036, 0.00000, 773.159, 675.07, 738.161
1037, 0.00000, 770.395, 675.971, 744.346
1038, 0.00000, 840.687, 728.168, 813.951
1039, 0.00000, 919.93, 800.372, 893.352
1040, 0.00000, 994.535, 850.646, 961.127
1041, 0.00000, 1033.84, 874.449, 988.563
1042, 0.00000, 1062.45, 897.366, 1016.48
1043, 0.00000, 1107.73, 945.287, 1060.22
1044, 0.00000, 1074.55, 898.793, 1021.97
1045, 0.00000, 1110.79, 905.677, 1059.45
1046, 0.00000, 1057.84, 873.316, 1018.82
1047, 0.00000, 1064.74, 863.235, 1016.11
1048, 0.00000, 1068.75, 862.171, 997.528
1049, 0.00000, 1051.97, 836.498, 1014.6
1050, 0.00000, 1056.35, 839.126, 1014.64
1051, 0.00000, 1056.12, 861.18, 1021.32
1052, 0.00000, 1048.08, 854.363, 992.113
1053, 0.00000, 1014.72, 828.698, 958.314
1054, 0.00000, 951.854, 792.536, 926.355
1055, 0.00000, 922.208, 770.519, 883.316
1056, 0.00000, 879.444, 746.759, 850.718
1057, 0.00000, 859.312, 717.962, 825.109
1058, 0.00000, 832.941, 698.45, 803.064
1059, 0.00000, 776.025, 659.443, 754.916
1060, 0.00000, 797.419, 692.98, 770.935
1061, 0.00000, 768.219, 658.685, 745.202
1062, 0.00000, 812.604, 712.591, 805.864
1063, 0.00000, 886.599, 755.361, 864.621
1064, 0.00000, 875.426, 726.266, 833.21
1065, 0.00000, 908.038, 738.002, 856.451
1066, 0.00000, 1020.41, 839.606, 972.114
1067, 0.00000, 1038.02, 855.102, 980.994
1068, 0.00000, 1034.64, 840.107, 984.98
1069, 0.00000, 1018.56, 831.353, 965.82
1070, 0.00000, 1030.73, 846.633, 978.558
1071, 0.00000, 1014.28, 804.859, 948.152
1072, 0.00000, 1035.92, 807.915, 955.849
1073, 0.00000, 1020.85, 792.38, 949.16
1074, 0.00000, 1059.19, 824.57, 973.859
1075, 0.00000, 1070.04, 866.943, 1023.54
1076, 0.00000, 1137.84, 912.754, 1064.01
1077, 0.00000, 1119.45, 925.076, 1064.71
1078, 0.00000, 1066.94, 876.528, 1012.56
1079, 0.00000, 1009.88, 850.071, 979.926
1080, 0.00000, 1004.34, 836.081, 954.597
1081, 0.00000, 988.405, 850.898, 958.233
1082, 0.00000, 969.967, 813.769, 914.431
1083, 0.00000, 951.102, 808.82, 907.08
1084, 0.00000, 929.316, 802.847, 890.453
1085, 0.00000, 958.53, 820.506, 925.375
1086, 0.00000, 958.992, 816.327, 918.536
1087, 0.00000, 966.752, 818.673, 948.12
1088, 0.00000, 985.206, 836.341, 934.71
1089, 0.00000, 1049.71, 891.799, 1002.51
1090, 0.00000, 1115.02, 914.126, 1042.39
1091, 0.00000, 1058.88, 884.531, 1001.45
1092, 0.00000, 1061.95, 878.597, 1000.43
1093, 0.00000, 1059.55, 861.812, 1005.14
1094, 0.00000, 1099.79, 891.831, 1016.91
1095, 0.00000, 1015.51, 847.367, 971.731
1096, 0.00000, 964.498, 787.546, 903.002
1097, 0.00000, 953.17, 787.795, 903.201
1098, 0.00000, 965.268, 810.871, 935.74
1099, 0.00000, 1007.67, 864.831, 974.835
1100, 0.00000, 1092.5, 925.817, 1030.75
1101, 0.00000, 1024.95, 877.109, 986.962
1102, 0.00000, 1024.88, 885.073, 1000.17
1103, 0.00000, 1054.96, 907.942, 997.153
1104, 0.00000, 1012.29, 862.588, 950.011
1105, 0.00000, 941.486, 825.003, 910.505
1106, 0.00000, 937.203, 827.796, 908.13
